customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,ServiceCount,ContractRisk,TenureGroup,HasSupport,HasStreaming,ValueScore,CustomerSegment
2189-WWOEW,Female,No,No,Yes,15,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.9,1269.55,Yes,84.63666666666667,3,3,Early (13-24m),0,1,0.48721393034825866,Medium Value
5684-FJVYR,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),90.35,6563.4,No,91.15833333333333,5,1,Loyal (49-72m),1,0,0.8304477611940297,High Value
4013-GUXND,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,20.8,No,20.8,1,3,New (0-12m),0,0,0.020779436152570486,Low Value
1894-IGFSG,Female,No,No,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.25,1907.85,Yes,86.72045454545454,3,3,Early (13-24m),0,1,0.5461028192371475,Medium Value
7379-POKDZ,Male,No,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,208.85,Yes,69.61666666666666,1,3,New (0-12m),0,0,0.32741293532338306,Low Value
1266-NZYUI,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),66.85,4758.8,No,66.09444444444445,5,1,Loyal (49-72m),1,0,0.6901492537313433,High Value
7969-FFOWG,Male,No,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1292.6,No,19.886153846153846,1,1,Loyal (49-72m),0,0,0.3709618573797679,Medium Value
4718-DHSMV,Female,No,No,No,11,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,35.8,363.15,No,33.01363636363636,1,3,New (0-12m),0,1,0.16588723051409615,Low Value
5175-WLYXL,Male,No,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,78.85,1600.25,No,72.73863636363636,3,3,Early (13-24m),0,0,0.4840132669983416,Medium Value
7817-OMJNA,Male,No,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.4,275.7,No,19.692857142857143,1,2,Early (13-24m),0,0,0.09061359867330016,Low Value
8728-SKJLR,Male,No,No,No,41,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.25,3089.1,No,75.34390243902439,2,3,Established (25-48m),1,0,0.562106135986733,Medium Value
3137-NYQQI,Male,No,Yes,No,17,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,64.8,1175.6,No,69.15294117647058,4,2,Early (13-24m),1,1,0.37235489220563844,Medium Value
7706-DZNKK,Male,No,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,237.3,No,21.572727272727274,1,3,New (0-12m),0,0,0.07424543946932007,Low Value
0236-HFWSV,Male,No,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.35,1444.65,Yes,96.31,4,3,Early (13-24m),0,1,0.5316915422885572,Medium Value
3900-AQPHZ,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,Yes,19.9,1,3,New (0-12m),0,0,0.015406301824212262,Low Value
5842-POCOP,Female,No,Yes,No,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,88.9,454.15,Yes,90.83,4,3,New (0-12m),1,1,0.44956882255389724,Medium Value
2037-XJFUP,Male,No,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,95.8,3036.75,Yes,92.02272727272727,4,2,Established (25-48m),0,1,0.6463184079601989,High Value
8823-RLPWL,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),110.65,8065.65,No,112.02291666666666,7,1,Loyal (49-72m),1,1,0.9516417910447762,High Value
9505-SQFSW,Female,No,Yes,Yes,3,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,40.3,92.5,No,30.833333333333332,2,3,New (0-12m),0,1,0.14830845771144274,Low Value
7314-OXENN,Male,No,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.0,184.65,Yes,92.325,3,3,New (0-12m),0,0,0.3917081260364843,Medium Value
3758-CKOQL,Female,No,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),107.0,6152.3,No,104.27627118644068,7,2,Loyal (49-72m),1,1,0.8576285240464345,High Value
0322-CHQRU,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.35,89.5,Yes,44.75,1,3,New (0-12m),0,0,0.1729021558872305,Low Value
5676-CFLYY,Male,No,Yes,Yes,71,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),73.35,5154.5,No,72.59859154929578,5,1,Loyal (49-72m),1,1,0.7233996683250414,High Value
7521-AFHAB,Female,No,Yes,Yes,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.8,220.45,No,44.089999999999996,1,3,New (0-12m),0,0,0.18628524046434491,Low Value
0285-INHLN,Male,No,Yes,Yes,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.75,1510.3,No,55.93703703703704,3,3,Established (25-48m),1,0,0.3679104477611941,Medium Value
4678-DVQEO,Female,No,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,52.2,52.2,Yes,52.2,2,3,New (0-12m),1,0,0.2082421227197347,Low Value
5125-CNDSP,Male,No,No,Yes,63,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),40.6,2588.95,No,41.09444444444444,3,2,Loyal (49-72m),1,0,0.4834328358208956,Medium Value
0691-IFBQW,Female,Yes,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.0,4874.8,Yes,105.97391304347826,7,2,Established (25-48m),1,1,0.8033167495854062,High Value
4992-LTJNE,Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),55.3,3983.6,No,55.327777777777776,3,1,Loyal (49-72m),1,0,0.6211940298507462,High Value
2202-OUTMO,Female,No,Yes,No,34,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),60.85,2003.6,No,58.92941176470588,4,3,Established (25-48m),1,0,0.4432172470978441,Medium Value
0810-BDHAW,Female,No,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,78.4,1832.4,No,76.35000000000001,6,2,Early (13-24m),1,1,0.4924378109452736,Medium Value
0229-LFJAF,Male,No,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.65,4908.25,No,68.17013888888889,6,1,Loyal (49-72m),1,0,0.7068656716417911,High Value
7131-ZQZNK,Female,No,Yes,Yes,60,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),59.85,3590.2,No,59.836666666666666,5,1,Loyal (49-72m),1,1,0.5816915422885572,High Value
3442-ZHHCC,Male,No,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),76.9,5023.0,No,73.86764705882354,6,2,Loyal (49-72m),1,1,0.7279270315091211,High Value
5726-CVNYA,Female,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,146.6,No,18.325,1,1,New (0-12m),0,0,0.0539966832504146,Low Value
9871-ELEYA,Female,No,No,Yes,34,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),67.65,2339.3,No,68.8029411764706,5,1,Established (25-48m),1,1,0.48381426202321726,Medium Value
4257-GAESD,Female,No,No,No,6,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),45.0,298.7,No,49.78333333333333,2,3,New (0-12m),0,1,0.19303482587064677,Low Value
5173-WXOQV,Male,No,Yes,No,2,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,64.2,143.65,No,71.825,4,3,New (0-12m),1,1,0.28543946932006636,Low Value
2040-OBMLJ,Male,No,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),81.7,2548.65,No,82.21451612903226,3,2,Established (25-48m),1,0,0.5510281923714759,Medium Value
6286-ZHAOK,Female,No,Yes,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.55,507.4,No,25.369999999999997,2,3,Early (13-24m),0,0,0.15469320066334993,Low Value
3807-XHCJH,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,20.0,No,20.0,1,3,New (0-12m),0,0,0.016003316749585408,Low Value
3009-JWMPU,Male,No,No,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,96.75,6125.4,Yes,98.79677419354839,5,2,Loyal (49-72m),0,1,0.8131011608623548,High Value
5671-RQRLP,Female,Yes,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),75.65,5411.4,No,77.30571428571427,2,1,Loyal (49-72m),0,0,0.7315754560530681,High Value
1450-GALXR,Female,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,1058.25,Yes,105.825,5,3,New (0-12m),1,1,0.5346600331674958,Medium Value
8859-AXJZP,Male,No,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.8,903.8,No,23.174358974358974,2,1,Established (25-48m),0,0,0.24980099502487563,Low Value
3174-AKMAS,Female,No,Yes,No,46,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),64.2,3009.5,No,65.42391304347827,4,1,Established (25-48m),1,1,0.5298839137645108,Medium Value
3138-BKYAV,Male,No,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.35,489.45,Yes,81.575,3,3,New (0-12m),0,1,0.4339303482587064,Medium Value
9926-PJHDQ,Female,No,Yes,Yes,72,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.8,5468.45,No,75.95069444444444,5,1,Loyal (49-72m),0,1,0.7495522388059701,High Value
7382-DFJTU,Male,No,No,No,18,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.2,1058.1,No,58.78333333333333,3,3,Early (13-24m),1,0,0.3205970149253731,Low Value
2798-NYLMZ,Male,No,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.55,7616.0,No,107.26760563380282,7,1,Loyal (49-72m),1,1,0.9335489220563847,High Value
4289-DTDKW,Male,No,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.3,4113.1,Yes,102.82750000000001,5,3,Established (25-48m),0,1,0.7180431177446103,High Value
1820-TQVEV,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,69.55,Yes,69.55,1,3,New (0-12m),0,0,0.3118242122719734,Low Value
2239-JALAW,Male,No,No,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.25,6017.65,Yes,103.75258620689655,6,2,Loyal (49-72m),0,1,0.8296849087893865,High Value
4853-RULSV,Male,No,No,No,70,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.0,7250.15,Yes,103.57357142857143,6,1,Loyal (49-72m),1,1,0.9008291873963514,High Value
8098-TDCBU,Female,No,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.25,1108.2,No,26.385714285714286,2,1,Established (25-48m),0,0,0.2751243781094528,Low Value
3551-GAEGL,Male,No,Yes,Yes,34,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),30.4,938.65,No,27.60735294117647,1,2,Established (25-48m),1,0,0.2614262023217247,Low Value
4785-NKHCX,Male,Yes,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.05,94.15,No,18.830000000000002,1,3,New (0-12m),0,0,0.038524046434494204,Low Value
3196-NVXLZ,Female,No,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.6,2088.05,No,83.522,3,3,Established (25-48m),0,1,0.5350082918739635,Medium Value
6275-YDUVO,Female,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,86.2,178.7,Yes,89.35,3,3,New (0-12m),0,1,0.41678275290215594,Medium Value
0036-IHMOT,Female,No,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.7,5656.75,No,102.85,6,2,Loyal (49-72m),1,1,0.8157048092868988,High Value
0115-TFERT,Male,No,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.2,2317.1,Yes,110.33809523809524,7,3,Early (13-24m),1,1,0.671592039800995,High Value
4178-EGMON,Male,No,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),88.0,5986.45,No,85.52071428571428,5,1,Loyal (49-72m),1,0,0.8053067993366501,High Value
4220-TINQT,Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,6751.35,No,110.67786885245903,6,3,Loyal (49-72m),1,1,0.8648590381426202,High Value
5318-YKDPV,Male,No,Yes,Yes,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.15,3566.6,No,82.94418604651163,6,1,Established (25-48m),1,1,0.6024709784411277,High Value
7975-TZMLR,Male,No,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.1,4889.3,No,104.02765957446809,6,2,Established (25-48m),0,1,0.7676782752902156,High Value
0295-QVKPB,Male,No,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),63.95,318.1,No,63.620000000000005,4,3,New (0-12m),1,1,0.3006135986733002,Low Value
4335-BSMJS,Female,No,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.8,1563.95,No,25.225,2,1,Loyal (49-72m),0,0,0.38951907131011615,Medium Value
2311-QYMUQ,Female,No,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.45,1430.25,Yes,89.390625,4,3,Early (13-24m),0,1,0.5139635157545606,Medium Value
3643-AHCFP,Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.6,644.35,Yes,92.05,4,3,New (0-12m),0,1,0.5006799336650083,Medium Value
9146-JRIOX,Female,No,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.55,372.45,No,26.603571428571428,2,3,Early (13-24m),0,0,0.12135986733001658,Low Value
3104-OWCGK,Male,No,Yes,Yes,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,90.95,5453.4,Yes,90.89,4,2,Loyal (49-72m),0,1,0.767363184079602,High Value
5337-IIWKZ,Male,No,Yes,Yes,34,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,44.85,1442.6,No,42.42941176470588,3,3,Established (25-48m),1,1,0.34769485903814257,Medium Value
9101-BWFSS,Female,No,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,108.55,5610.7,Yes,112.214,7,2,Loyal (49-72m),1,1,0.816882255389718,High Value
9650-VBUOG,Male,No,Yes,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,963.95,No,25.367105263157896,2,1,Established (25-48m),0,0,0.2517081260364843,Low Value
3487-EARAT,Female,No,Yes,Yes,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),74.1,5222.3,No,74.60428571428572,6,2,Loyal (49-72m),1,1,0.7223217247097844,High Value
2672-TGEFF,Female,No,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.8,3340.55,No,90.28513513513514,4,3,Established (25-48m),0,1,0.6267495854063019,High Value
9231-ZJYAM,Female,Yes,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.85,292.8,Yes,73.2,2,3,New (0-12m),0,1,0.38401326699834154,Medium Value
4250-WAROZ,Male,Yes,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.25,5774.55,No,96.2425,5,3,Loyal (49-72m),1,1,0.7810945273631842,High Value
8184-WMOFI,Male,No,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),71.4,4487.3,No,72.3758064516129,5,2,Loyal (49-72m),1,1,0.6617578772802654,High Value
6982-SSHFK,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.4,44.4,Yes,44.4,1,3,New (0-12m),0,0,0.1616749585406302,Low Value
6092-QZVPP,Male,No,No,No,36,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.2,2854.95,No,79.30416666666666,6,3,Established (25-48m),1,1,0.5638805970149254,Medium Value
4625-LAMOB,Male,No,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.4,905.55,No,20.580681818181816,1,1,Established (25-48m),0,0,0.25728026533996684,Low Value
0727-BMPLR,Female,Yes,No,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.0,5509.3,Yes,100.16909090909091,5,2,Loyal (49-72m),0,1,0.7936152570480929,High Value
0392-BZIUW,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.0,7589.8,No,105.41388888888889,6,1,Loyal (49-72m),1,1,0.917910447761194,High Value
1038-ZAGBI,Female,No,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,229.6,Yes,19.133333333333333,1,2,New (0-12m),0,0,0.07592039800995025,Low Value
6549-NNDYT,Female,No,No,No,13,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.85,394.1,No,30.315384615384616,1,3,Early (13-24m),1,0,0.14744610281923715,Low Value
3027-ZTDHO,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.9,89.9,Yes,89.9,3,3,New (0-12m),0,1,0.4333167495854063,Medium Value
0422-OHQHQ,Female,No,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.55,295.95,No,19.73,1,2,Early (13-24m),0,0,0.09706467661691544,Low Value
6916-HIJSE,Female,No,No,No,65,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.85,5459.2,No,83.9876923076923,7,1,Loyal (49-72m),1,1,0.7587230514096186,High Value
2316-ESMLS,Female,No,Yes,Yes,12,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),33.15,444.75,No,37.0625,2,2,New (0-12m),1,0,0.15562189054726366,Low Value
9778-OGKQZ,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.0,6782.15,No,94.19652777777777,8,1,Loyal (49-72m),1,1,0.8402985074626865,High Value
7408-OFWXJ,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.8,6510.45,No,90.42291666666667,8,1,Loyal (49-72m),1,1,0.8271641791044776,High Value
6007-TCTST,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.8,8476.5,No,117.72916666666667,8,1,Loyal (49-72m),1,1,0.9823880597014926,High Value
2252-NKNSI,Male,No,No,Yes,52,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,85.15,4461.85,No,85.8048076923077,7,1,Loyal (49-72m),1,1,0.6882918739635158,High Value
8713-IGZSO,Male,No,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.85,62.0,No,31.0,2,3,New (0-12m),0,0,0.05051409618573798,Low Value
7905-TVXTA,Female,No,No,No,5,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,64.35,352.65,No,70.53,4,3,New (0-12m),1,1,0.30300165837479265,Low Value
7695-PKLCZ,Female,No,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.5,1424.9,No,20.954411764705885,1,1,Loyal (49-72m),0,0,0.39121061359867326,Medium Value
2382-BCKQJ,Female,No,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.15,6413.65,Yes,103.44596774193548,5,2,Loyal (49-72m),0,1,0.8333996683250415,High Value
8374-UULRV,Male,No,No,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.05,6309.65,No,87.63402777777777,7,1,Loyal (49-72m),1,1,0.804776119402985,High Value
2207-NHRJK,Male,No,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.8,50.8,Yes,50.8,2,3,New (0-12m),0,0,0.19988391376451076,Low Value
3224-DFQNQ,Female,No,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,89.0,5898.6,No,89.37272727272727,5,2,Loyal (49-72m),1,0,0.7890547263681592,High Value
5275-PMFUT,Male,No,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.8,4719.75,No,65.55208333333333,6,1,Loyal (49-72m),1,1,0.677910447761194,High Value
4795-UXVCJ,Male,No,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,457.3,No,17.588461538461537,1,2,Established (25-48m),0,0,0.15369817578772804,Low Value
9777-IQHWP,Male,No,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),93.4,5822.3,No,90.9734375,5,1,Loyal (49-72m),1,1,0.804212271973466,High Value
0947-MUGVO,Male,Yes,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.65,1463.5,Yes,73.175,2,3,Early (13-24m),0,0,0.4418573797678276,Medium Value
9944-HKVVB,Female,No,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,307.4,Yes,102.46666666666665,4,3,New (0-12m),0,1,0.4754726368159204,Medium Value
4124-MMETB,Male,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.65,2104.55,Yes,95.66136363636365,4,3,Early (13-24m),0,1,0.5783416252072968,High Value
3671-SHRSP,Male,No,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,80.6,319.15,Yes,79.7875,3,3,New (0-12m),1,0,0.39446102819237144,Medium Value
0979-MOZQI,Male,No,Yes,No,62,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),39.0,2337.45,No,37.7008064516129,2,1,Loyal (49-72m),1,1,0.4683250414593699,Medium Value
2732-ISEZX,Female,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.5,104.3,No,20.86,1,3,New (0-12m),0,0,0.0412106135986733,Low Value
3313-QKNKB,Male,No,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,85.55,5084.65,Yes,86.18050847457627,3,2,Loyal (49-72m),0,1,0.7295688225538972,High Value
0323-XWWTN,Male,No,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.4,121.25,No,40.416666666666664,2,1,New (0-12m),0,0,0.06532338308457711,Low Value
1937-OTUKY,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),98.2,7015.9,No,97.44305555555555,6,1,Loyal (49-72m),1,1,0.877313432835821,High Value
1573-LGXBA,Male,No,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),97.55,5598.0,No,98.21052631578948,5,2,Loyal (49-72m),0,1,0.7900995024875621,High Value
1764-VUUMT,Male,No,No,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.95,1269.1,No,19.228787878787877,1,1,Loyal (49-72m),0,0,0.37681592039801,Medium Value
5073-WXOYN,Female,No,No,No,60,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.8,3027.4,Yes,50.45666666666667,3,3,Loyal (49-72m),0,1,0.5276616915422886,Medium Value
